pid,display_pid,alias,image,floral_language,origin,production,category,blooming,color,size,soil,sunlight,watering,fertilization,pruning,max_light_mmol,min_light_mmol,max_light_lux,min_light_lux,max_temp,min_temp,max_env_humid,min_env_humid,max_soil_moist,min_soil_moist,max_soil_ec,min_soil_ec
crocus 'flower record',Crocus 'Flower Record',crocus,http://pkb.resource.huahuacaocao.com/Y3JvY3VzICdmbG93ZXIgcmVjb3JkJy5qcGc=?imageView2/1/w/%d/h/%d,"Crocus spp.
Floriography: happy, sweet, vitality 
Crocus spp. is also called the saffron, is a kind of dwarf bulb flowers. 
Saffron flowers are usually the goblet shape, elegant delicate, Flower color is rich. Most of saffron has a fragrant smell, and they can be planted in a shallow basin used in indoor decoration. 
Saffron likes the sunshine, also is resistant to semi-shade, the flowering period is 2-3 month, available for viewing for 1-2 weeks. Keep the bulbs for germination in the coming year, and then under normal circumstances it will blossom for many years.",Europe,Yunnan,"Iridaceae, Crocus","Flowering period February-March, viewing period 1-2 weeks",Flower color purple,"Diameter â¥ 10 cm, height 10-20 cm",Peat or soil with specific nutrients,"Likes adequate sunshine, also resistant to half shade, dormant in summer with high temperature,",Keep soil moist,"Dilute fertilizers following instructions, apply fertilizers once every 10-15 days in spring, except flowering stages","Remove withered flowers, old, diseased, and dead leaves timely",4500,2500,30000,2500,35,6,80,30,60,15,2000,350
crocus 'jeanne d'arc',Crocus 'Jeanne D'Arc',crocus,http://pkb.resource.huahuacaocao.com/Y3JvY3VzICdqZWFubmUgZCdhcmMnLmpwZw==?imageView2/1/w/%d/h/%d,"Crocus spp.
Floriography: happy, sweet, vitality 
Crocus spp. is also called the saffron, is a kind of dwarf bulb flowers. 
Saffron flowers are usually the goblet shape, elegant delicate, Flower color is rich. Most of saffron has a fragrant smell, and they can be planted in a shallow basin used in indoor decoration. 
Saffron likes the sunshine, also is resistant to semi-shade, the flowering period is 2-3 month, available for viewing for 1-2 weeks. Keep the bulbs for germination in the coming year, and then under normal circumstances it will blossom for many years.",Europe,Yunnan,"Iridaceae, Crocus","Flowering period February-March, viewing period 1-2 weeks",Flower color white,"Diameter â¥ 10 cm, height 10-20 cm",Peat or soil with specific nutrients,"Likes adequate sunshine, also resistant to half shade, dormant in summer with high temperature,",Keep soil moist,"Dilute fertilizers following instructions, apply fertilizers once every 10-15 days in spring, except flowering stages","Remove withered flowers, old, diseased, and dead leaves timely",4500,2500,30000,2500,35,6,80,30,60,15,2000,350
crocus 'pickwick',Crocus 'Pickwick',crocus,http://pkb.resource.huahuacaocao.com/Y3JvY3VzICdwaWNrd2ljaycuanBn?imageView2/1/w/%d/h/%d,"Crocus spp.
Floriography: happy, sweet, vitality 
Crocus spp. is also called the saffron, is a kind of dwarf bulb flowers. 
Saffron flowers are usually the goblet shape, elegant delicate, Flower color is rich. Most of saffron has a fragrant smell, and they can be planted in a shallow basin used in indoor decoration. 
Saffron likes the sunshine, also is resistant to semi-shade, the flowering period is 2-3 month, available for viewing for 1-2 weeks. Keep the bulbs for germination in the coming year, and then under normal circumstances it will blossom for many years.",Europe,Yunnan,"Iridaceae, Crocus","Flowering period February-March, viewing period 1-2 weeks",Flower color white with purple stripes,"Diameter â¥ 10 cm, height 10-20 cm",Peat or soil with specific nutrients,"Likes adequate sunshine, also resistant to half shade, dormant in summer with high temperature,",Keep soil moist,"Dilute fertilizers following instructions, apply fertilizers once every 10-15 days in spring, except flowering stages","Remove withered flowers, old, diseased, and dead leaves timely",4500,2500,30000,2500,35,6,80,30,60,15,2000,350
crocus spp.,Crocus spp.,crocus,http://pkb.resource.huahuacaocao.com/Y3JvY3VzIHNwcC4uanBn?imageView2/1/w/%d/h/%d,"Crocus spp.
Floriography: happy, sweet, vitality 
Crocus spp. is also called the saffron, is a kind of dwarf bulb flowers. 
Saffron flowers are usually the goblet shape, elegant delicate, Flower color is rich. Most of saffron has a fragrant smell, and they can be planted in a shallow basin used in indoor decoration. 
Saffron likes the sunshine, also is resistant to semi-shade, the flowering period is 2-3 month, available for viewing for 1-2 weeks. Keep the bulbs for germination in the coming year, and then under normal circumstances it will blossom for many years.",Europe,Yunnan,"Iridaceae, Crocus","Flowering period February-March, viewing period 1-2 weeks","Flower color purple, yellow, white","Diameter â¥ 10 cm, height 10-20 cm",Peat or soil with specific nutrients,"Likes adequate sunshine, also resistant to half shade, dormant in summer with high temperature,",Keep soil moist,"Dilute fertilizers following instructions, apply fertilizers once every 10-15 days in spring, except flowering stages","Remove withered flowers, old, diseased, and dead leaves timely",4500,2500,30000,2500,35,6,80,30,60,15,2000,350
crocus vernus 'flower record',Crocus vernus 'Flower Record',crocus,http://pkb.resource.huahuacaocao.com/Y3JvY3VzIHZlcm51cyAnZmxvd2VyIHJlY29yZCcuanBn?imageView2/1/w/%d/h/%d,"Crocus vernus 'Flower Record' 
Floriography: happy, sweet, vitality 
Crocus vernus 'Flower Record' is also called the saffron, is a kind of dwarf bulb flowers. 
Saffron flowers are usually the goblet shape, elegant delicate, Flower color is rich. Most of saffron has a fragrant smell, and they can be planted in a shallow basin used in indoor decoration. 
Saffron likes the sunshine, also is resistant to semi-shade, the flowering period is 2-3 month, available for viewing for 1-2 weeks. Keep the bulbs for germination in the coming year, and then under normal circumstances it will blossom for many years.",Europe,Yunnan,"Iridaceae, Crocus","Flowering period February-March, viewing period 1-2 weeks","Flower color purple, blue purple","Diameter â¥ 10 cm, height 10-20 cm",Peat or soil with specific nutrients,"Likes adequate sunshine, also resistant to half shade, dormant in summer with high temperature,",Keep soil moist,"Dilute fertilizers following instructions, apply fertilizers once every 10-15 days in spring, except flowering stages","Remove withered flowers, old, diseased, and dead leaves timely",4500,2500,30000,2500,35,6,80,30,60,15,2000,350
crocus vernus 'king of the striped',Crocus vernus 'King of the Striped',crocus,http://pkb.resource.huahuacaocao.com/Y3JvY3VzIHZlcm51cyAna2luZyBvZiB0aGUgc3RyaXBlZCcuanBn?imageView2/1/w/%d/h/%d,"Crocus vernus 'King of the Striped'
Floriography: happy, sweet, vitality 
Crocus vernus 'King of the Striped' is also called the saffron, is a kind of dwarf bulb flowers. 
Saffron flowers are usually the goblet shape, elegant delicate, Flower color is rich. Most of saffron has a fragrant smell, and they can be planted in a shallow basin used in indoor decoration. 
Saffron likes the sunshine, also is resistant to semi-shade, the flowering period is 2-3 month, available for viewing for 1-2 weeks. Keep the bulbs for germination in the coming year, and then under normal circumstances it will blossom for many years.",Europe,Yunnan,"Iridaceae, Crocus","Flowering period February-March, viewing period 1-2 weeks","Flower color a mixture of dark purple, light purple and white","Diameter â¥ 10 cm, height 10-20 cm",Peat or soil with specific nutrients,"Likes adequate sunshine, also resistant to half shade, dormant in summer with high temperature,",Keep soil moist,"Dilute fertilizers following instructions, apply fertilizers once every 10-15 days in spring, except flowering stages","Remove withered flowers, old, diseased, and dead leaves timely",4500,2500,30000,2500,35,6,80,30,60,15,2000,350
crossandra infundibuliformis,Crossandra infundibuliformis,crossandra infundibuliformis,http://pkb.resource.huahuacaocao.com/Y3Jvc3NhbmRyYSBpbmZ1bmRpYnVsaWZvcm1pcy5qcGc=?imageView2/1/w/%d/h/%d,,India,Southern China,"Acanthaceae, Crossandra",Flowering period June-September,Flower color orange yellow,"Diameter â¥ 10 cm, height 15-18 cm",Soil with loose texture or soil with specific nutrients,"Like half shade, may grow in places with bright scattered light","Water thoroughly after soil surface dries, avoid saturated water","Need more fertilization, dilute fertilizers following instructions, apply 2-3 times monthly","Remove aged tissues, dead and pest branches timely",4000,2000,20000,3700,35,10,80,30,60,15,2000,350
crossostephium chinense,Crossostephium chinense,crossostephium chinense,http://pkb.resource.huahuacaocao.com/Y3Jvc3Nvc3RlcGhpdW0gY2hpbmVuc2UuanBn?imageView2/1/w/%d/h/%d,"Crossostephium chinense 
Floriography: elegant, plain, pure
Crossostephium chinense very beautiful. Under sunlight, like dazzling little stars in clusters or clumps.Gazania rigens resist cold weather, even frost, therefore loved by the public in the fall season, and are often well loved by the ancient literati. 
Crossostephium chinense like sunny days, mainly blossom in September-November for 3-4 weeks.",China,China,"Asteraceae, Crossostephium",Flowering and fruit period all the year,Flower color yellowï¼leaf color silver white,Diameterâ¥10cmï¼Heightâ¥15cm,Peat or soil with specific nutrients,"Likes sunshine, avoid strong direct light","Keep soil moist, water and drain timely","Dilute fertilizers following instructions, apply 1-2 times monthly","After flowering remove the withered flowers, the part on the ground will wither in winter, the plant germinates again in spring",6400,3200,55000,3000,32,8,80,15,60,20,2000,350
cryptanthus bivittatus 'red star',Cryptanthus bivittatus 'Red Star',cryptanthus bivittatus red star,http://pkb.resource.huahuacaocao.com/Y3J5cHRhbnRodXMgYml2aXR0YXR1cyAncmVkIHN0YXInLmpwZw==?imageView2/1/w/%d/h/%d,"Cryptanthus bivittatus 'Red Star'
Floriography: auspicious, passionate, lucky.

Cryptanthus bivittatus 'Red Star' is a genus of flowering plants in the family Bromeliaceae, subfamily Bromelioideae. The genus, named for the Swedish botanist, zoologist, and anatomist Gustaf Johan Billberg. Leaves of Cryptanthus bivittatus 'Red Star' smooth and orderly arranged as a loose lotus flower. Inflorescence, growing from the middle of leaves, composes of bright colorful bracts and build a unique shape. Cryptanthus bivittatus 'Red Star' plants are widely grew in flower beds and family yards.

These plants grow best in mild sunlight. Bright sunlight should be avoided. Bloom in winter and spring for one to two months.",Mexico,China,"Bromeliaceae, Billbergia","Flowering period mainly in winter and spring, viewing period 1-2 months","Leaf color green, edges white, bracts red","Diameter â¥ 10 cm, height â¥ 15 cm",Peat or soil with specific nutrients,"Like half shade, bright scattered light","Like moist environments, water thoroughly when soil is dry, water every day in summer, reduce water in winter","Dilute fertilizers following instructions,  apply liquid fertilizers once every 10-15 days in summer and autumn","Remove old, diseased, dead leaves and withered flowers timely",4300,2000,27000,800,37,10,85,30,60,15,1000,300
cryptanthus spp.,Cryptanthus spp.,cryptanthus spp.,http://pkb.resource.huahuacaocao.com/Y3J5cHRhbnRodXMgc3BwLi5qcGc=?imageView2/1/w/%d/h/%d,,Tropical South America,Southern China,"Bromeliaceae, Ananas",Flowering period June,"Flower color white, leaves leathery, some leaves with red, yellow, white stripes","Diameter â¥ 15 cm, height â¥ 25 cm",Soil with loose texture or special humus soil,"Resistant to shade, put in places with scattered light","Likes wet environments, water thoroughly when soil is dry, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove aged tissues, dead, rotten, diseased leaves timely",2500,1200,6000,1500,32,10,85,30,60,15,2000,350
cryptomeria fortunei,Cryptomeria fortunei,japanese cedar,http://pkb.resource.huahuacaocao.com/Y3J5cHRvbWVyaWEgZm9ydHVuZWkuanBn?imageView2/1/w/%d/h/%d,,China,Southwest China and South China,"Taxodiaceae, Cryptomeria","Flowering period April, fruiting period October","Leaf color green , fruit color green, red brown","Diameter â¥ 15 cm, height â¥ 30 cm",Soil with loose texture or soil with specific nutrients,"Like sunshine, slight shade tolerance","Water thoroughly when soil is dry, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove dead, rotten, diseased leaves and the parts that may affect the good appearance",5000,3500,50000,3500,35,5,80,30,60,15,2000,350
cryptomeria japonica,Cryptomeria japonica,cryptomeria japonica,http://pkb.resource.huahuacaocao.com/Y3J5cHRvbWVyaWEgamFwb25pY2EuanBn?imageView2/1/w/%d/h/%d,,China,Southwest China and South China,"Taxodiaceae, Cryptomeria","Flowering period April, fruiting period October","Leaf color green , fruit color green","Diameter â¥ 15 cm, height â¥ 30 cm",Soil with loose texture or soil with specific nutrients,"Like sunshine, slight shade tolerance","Water thoroughly when soil is dry, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove dead, rotten, diseased leaves and the parts that may affect the good appearance",5000,3500,50000,3500,35,5,80,30,60,15,2000,350
cucumber bon odori f1,Cucumber Bon Odori F1,cucumber,http://pkb.resource.huahuacaocao.com/Y3VjdW1iZXIgYm9uIG9kb3JpIGYxLmpwZw==?imageView2/1/w/%d/h/%d,"Cucumis sativus 
Floriography: gentle, sunny, active
Has juicy fruits, fresh green, the plant is shorter than regular cucumber, very good ornamental values and edibility. 
Likes sunshine, but shade properly under summer strong sunlight, fruit setting 1-2 weeks after flowering for 1-2 months.",Asia,China,"Cucurbitaceae, Cucumis","Ornamental fruit and vegetable plants, planted year around, fruits 2-3 weeks after flowering, fruiting period 1-2 months","Flower color yellow, fruit color emerald green","Diameter â¥ 10 cm, height â¥ 20 cm","Peat or soil with specific nutrients, pH value between 5.5-6.8",Likes sunshine,"Need a lot of water, water thoroughly when soil is dry","Like fertilizer, dilute fertilizers following instructions, apply 2-3 times monthly",Remove dead and yellowish leaves timely,14000,4000,85000,3500,35,6,80,30,75,25,2500,350
cucumis melo,Cucumis melo,cucumis melo,http://pkb.resource.huahuacaocao.com/Y3VjdW1pcyBtZWxvLmpwZw==?imageView2/1/w/%d/h/%d,,"Africa, India",China,"Cucurbitaceae, Cucumis",Flowering and fruiting period in summer,"Flower color yellow, fruit color yellow, white, green, mixed with color stripes","Diameter â¥ 10 cm, can climb",Soil with loose texture or soil with specific nutrients,"Like sunshine, high quality fruits in sunny places","Water thoroughly after soil surface dries, avoid saturated water","Dilute fertilizers following instructions, apply 1-2 times monthly","Remove aged tissues, dead, rotten, diseased leaves timely",10000,4200,85000,4000,35,5,80,30,60,15,2000,350
